Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
0,0,"['_RL_RL', 'RANDOM_R0', 'RANDOM_R1', 'RANDOM_R2']",SYSTEM,START_EXPERIMENT,,,,,,,,,,
1,0,,SYSTEM,NEW_MATCH,,,,,,,"{'_RL_RL': '', 'RANDOM_R0': '', 'RANDOM_R1': '', 'RANDOM_R2': ''}",,"{'_RL_RL': -1, 'RANDOM_R0': -1, 'RANDOM_R1': -1, 'RANDOM_R2': -1}",
1,0,,SYSTEM,DEAL_CARDS,,,"[[1, 3, 5, 5, 6, 7, 0, 0, 0, 0, 0, 9, 9, 10, 10, 10, 0], [0, 3, 4, 4, 4, 6, 7, 7, 7, 8, 8, 9, 10, 10, 11, 11, 11], [0, 5, 5, 6, 6, 6, 7, 7, 9, 10, 10, 10, 10, 11, 11, 11, 12], [2, 4, 5, 6, 7, 8, 0, 0, 0, 0, 0, 10, 11, 11, 11, 11, 11]]",,,,,,,
1,1,,_RL_RL,DISCARD,pass,0.0,"[1, 3, 5, 5, 6, 7, 8, 8, 8, 8, 8, 9, 9, 10, 10, 10, 12]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,1,,RANDOM_R0,DISCARD,C2;Q1;J0,False,"[0, 3, 4, 4, 4, 6, 7, 7, 7, 8, 8, 9, 10, 10, 11, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C2;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C4;Q3;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
1,1,,RANDOM_R1,DISCARD,pass,False,"[3, 5, 5, 6, 6, 6, 7, 7, 9, 10, 10, 10, 10, 11, 11, 11, 12]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,1,,RANDOM_R2,DISCARD,pass,False,"[2, 4, 5, 6, 7, 8, 9, 9, 9, 9, 9, 10, 11, 11, 11, 11, 11]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,1,,RANDOM_R0,DECLARE_PIZZA,,,,,,,,,,
1,2,,RANDOM_R0,DISCARD,C11;Q1;J0,False,"[0, 0, 3, 4, 4, 4, 6, 7, 7, 7, 8, 8, 9, 10, 10, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C4;Q3;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
1,2,,RANDOM_R1,DISCARD,pass,False,"[3, 5, 5, 6, 6, 6, 7, 7, 9, 10, 10, 10, 10, 11, 11, 11, 12]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C3;Q1;J1', 'C5;Q1;J0', 'C5;Q1;J1', 'C5;Q2;J0', 'C5;Q2;J1', 'C6;Q1;J0', 'C6;Q1;J1', 'C6;Q2;J0', 'C6;Q2;J1', 'C6;Q3;J0', 'C6;Q3;J1', 'C7;Q1;J0', 'C7;Q1;J1', 'C7;Q2;J0', 'C7;Q2;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q2;J0', 'C10;Q2;J1', 'C10;Q3;J0', 'C10;Q3;J1', 'C10;Q4;J0', 'C10;Q4;J1', 'pass']",,,,
1,2,,RANDOM_R2,DISCARD,C9;Q5;J0,False,"[0, 0, 0, 0, 0, 2, 4, 5, 6, 7, 8, 10, 11, 11, 11, 11, 11]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 9, 9, 0, 0, 0, 0, 0, 0]","['C2;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C9;Q4;J0', 'C9;Q5;J0', 'C10;Q1;J0', 'pass']",,,,
1,2,,_RL_RL,DISCARD,C8;Q5;J1,False,"[0, 0, 0, 0, 0, 0, 1, 3, 5, 5, 6, 7, 9, 9, 10, 10, 10]","[9, 9, 9, 9, 9, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 8, 8, 12, 0, 0, 0, 0, 0]","['C8;Q4;J1', 'C8;Q5;J0', 'C8;Q5;J1', 'pass']",,,,
1,2,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 3, 4, 4, 4, 6, 7, 7, 7, 8, 8, 9, 10, 10, 11, 11]","[8, 8, 8, 8, 8, 12, 0, 0, 0, 0, 0]","[8, 8, 8, 8, 8, 12, 0, 0, 0, 0, 0]",['pass'],,,,
1,2,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 2, 4, 5, 6, 7, 8, 10, 11, 11, 11, 11, 11]","[8, 8, 8, 8, 8, 12, 0, 0, 0, 0, 0]","[8, 8, 8, 8, 8, 12, 0, 0, 0, 0, 0]",['pass'],,,,
1,2,,_RL_RL,DECLARE_PIZZA,,,,,,,,,,
1,3,,_RL_RL,DISCARD,C6;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 1, 3, 5, 5, 7, 9, 9, 10, 10, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C3;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'pass']",,,,
1,3,,RANDOM_R0,DISCARD,C4;Q1;J0,False,"[0, 0, 0, 3, 4, 4, 6, 7, 7, 7, 8, 8, 9, 10, 10, 11, 11]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C4;Q3;J0', 'pass']",,,,
1,3,,RANDOM_R1,DISCARD,C3;Q1;J0,False,"[0, 5, 5, 6, 6, 6, 7, 7, 9, 10, 10, 10, 10, 11, 11, 11, 12]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C3;Q1;J1', 'pass']",,,,
1,3,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 2, 4, 5, 6, 7, 8, 10, 11, 11, 11, 11, 11]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C2;Q1;J0', 'pass']",,,,
1,3,,_RL_RL,DISCARD,C1;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 5, 7, 9, 9, 10, 10, 10]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'pass']",,,,
1,3,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 3, 4, 4, 6, 7, 7, 7, 8, 8, 9, 10, 10, 11, 11]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,3,,RANDOM_R1,DISCARD,pass,False,"[0, 5, 5, 6, 6, 6, 7, 7, 9, 10, 10, 10, 10, 11, 11, 11, 12]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,3,,_RL_RL,DECLARE_PIZZA,,,,,,,,,,
